Days;poplog
1.000301022438281;0.7266795034281914
2.0189540335276703;0.5414354748286375
2.0154248049409187;0.6416785692783945
2.1158901787104476;0.8613797904669979
2.003660709651747;1.1303691440217984
2.916789785997267;0.8003595542492509
2.9649049357299795;1.0268008083224025
2.963963808106845;1.0743812552987066
2.958787606179609;1.3783377047416723
3.9724996972475477;1.3026825387619572
3.9168555265297638;1.4588656189057965
3.9674411362732034;1.6617924374042947
3.913091016037228;1.7486551539314346
3.908503018874452;2.180751843306419
4.917038908015154;2.644152002501568
4.914686088957319;2.9611947402191365
4.913744961334185;3.098412171469217
5.870401190249641;3.5100004645063554
5.919810390464162;4.231155034339912
5.918751621888136;4.452359124254404
5.916987007594761;4.847028806697651
6.924934691971005;6.045760071590268
6.923875923394981;6.3618314146688455
7.885002508520319;5.811752242514321
7.884179021850077;6.046725936778447
7.9342940677819485;7.045598391368845
8.203927131809767;6.047047926130125
8.253806895835856;7.1262173629175845
8.897302908153556;5.878931206970648
8.896008857671747;6.256733856839761
8.841894019341556;6.509640734235521
8.893891320519696;6.928036680111845
8.892361988132103;7.4572299824827075
9.909720948739686;5.913309863719848
9.908191616352093;6.364993958249437
10.920962579796894;6.294383094377141
10.866847741466705;6.548811812292216
10.865788972890682;6.891182617711163
10.864494922408872;7.334036422602817
11.88103039634621;6.050752036272629
11.880206909675968;6.295388679355693
11.93173364704254;6.853490527773529
12.890389772157155;7.05141591934206
13.263311592823902;7.091895691042799
13.958569624413956;6.297567997966851
13.957863778696607;6.515189184320367
14.864993166444647;6.1574696204893
14.863463834057052;6.627803689601415
14.914637648564954;7.338984785441863
15.130391156168367;6.479668642756672
15.236385654723803;6.665851648096737
16.091400100340813;5.953012035707755
15.877881770842345;6.054780816469938
15.929526149161807;6.554335480938771
15.821414113454319;7.05485865303239
16.034932442952787;6.936280559897181
16.675605072401083;6.5551498890568
16.88982924761691;6.2296951565797976
16.942179471653724;6.518427963908852
17.84813244987285;6.519411483386117
17.89954154628652;7.137673676954229
18.968191962354894;6.2318517336059465
18.96736847568465;6.483810379268754
19.92767157413975;6.162663207182531
19.97966887531789;6.5587577701475555
21.04667231804578;6.19881108973698
20.99161635209245;6.748231315446694
21.89921630365206;6.234894329045194
21.898275176028932;6.523810208952491
23.0195110980399;5.892773672641638
22.964690413992358;6.342832832781563
22.909987370897703;6.788717589171232
23.976990813625598;6.4161506418768655
23.975461481238007;6.906243882351587
24.991644032316664;5.795424956294617
24.990349981834854;6.16786117446461
24.98952649516461;6.417232631711252
24.989055931353043;6.5642315713446715
24.934588170164183;6.946568381045027
27.069771465148868;5.863455838272172
26.962247634205838;6.13505090640483
27.12023943393941;6.716981852495657
26.906250540629372;6.988306605159663
28.026898257875892;6.493599987059594
27.97254813763992;6.83302368536312
28.292649170458283;6.7182934411912125
29.30812587581959;5.832523677277821
28.88132449872844;5.965705173914849
28.985672023943394;6.643409442044751
29.091666522498834;6.8342972796515555
28.984730896320258;6.951255314522711
30.90745463038251;5.671226606124881
31.01297856512638;5.967823326670823
30.958040240125946;6.4600888270524885
31.22461463937858;6.4238994336181525
31.170499801048393;6.683563402652851
32.023984914277804;6.424754652559919
32.02316142760756;6.684512514295528
33.03899105582755;5.705453883986131
33.305330173174404;5.738105097167647
32.93076137916717;6.1760226079407925
33.19662993270245;6.353649985685397
32.92970261059115;6.4989040550145